GeoID2,District,Name,County,Total Population,White (NH),Black (NH),Hispanic, Asian and Pacific Islander (NH),Native American (NH),Other (NH),Total Population 18+,White 18+ (NH),Black 18+ (NH),Hispanic 18+,Asian and Pacific Islander 18+ (NH),Native American 18+ (NH),Other 18+ (NH),Pres08 Total Vote,Pres08 Dem Vote,Pres08 Rep Vote,Avg Dem Vote,Avg Rep Vote
3702131.1,0,Voting District 31.1,Buncombe,1345,1310,5,13,4,0,13,1053,1035,5,8,2,0,3,1027,429,586,368,659
3702141.1,0,Voting District 41.1,Buncombe,4388,3809,26,489,9,9,46,3302,2971,25,267,7,9,23,1848,701,1115,748,1100
3702135.1,0,Voting District 35.1,Buncombe,2386,1998,236,71,19,1,61,2021,1740,185,48,16,1,31,1277,794,462,772,504
3702105.1,0,Voting District 05.1,Buncombe,2748,2591,23,70,35,0,29,2244,2133,22,50,21,0,18,1961,1274,670,1214,747
3702111.1,0,Voting District 11.1,Buncombe,1528,926,505,39,3,13,42,1423,881,458,36,3,12,33,897,814,69,805,92
3702164.1,0,Voting District 64.1,Buncombe,2671,2419,107,69,17,20,39,2158,1962,89,54,14,14,25,1265,539,702,550,715
3702150.1,0,Voting District 50.1,Buncombe,2017,1959,1,21,4,3,29,1613,1573,1,10,3,3,23,1041,457,569,486,555
3702155.1,0,Voting District 55.1,Buncombe,3875,3502,139,78,77,7,72,2870,2651,98,47,45,6,23,2288,1103,1160,1018,1270
3702101.1,0,Voting District 01.1,Buncombe,2310,1461,695,75,25,5,49,2124,1390,611,66,21,5,31,1240,1079,149,1057,183
3702137.1,0,Voting District 37.1,Buncombe,1763,1692,4,28,9,8,22,1412,1373,0,12,8,4,15,1013,519,482,493,520
3702112.1,0,Voting District 12.1,Buncombe,2190,1820,153,158,13,7,39,1841,1573,119,104,12,7,26,1304,1043,242,991,313
3702110.1,0,Voting District 10.1,Buncombe,2989,1355,1470,51,13,15,85,2284,1173,1025,33,10,9,34,1104,1044,57,1028,76
3702138.3,0,Voting District 38.3,Buncombe,4082,3698,149,127,27,25,56,3176,2920,114,77,15,20,30,2217,923,1269,861,1356
3702119.1,0,Voting District 19.1,Buncombe,2159,1552,277,168,109,5,48,1830,1400,207,118,82,5,18,668,396,267,358,310
37021107.1,0,Voting District 107.1,Buncombe,7660,7125,53,318,23,18,123,5795,5484,33,178,17,18,65,3825,1561,2212,1654,2171
3702134.1,0,Voting District 34.1,Buncombe,1330,1259,32,16,5,0,18,1087,1037,26,13,4,0,7,903,557,335,545,358
3702133.3,0,Voting District 33.3,Buncombe,2564,2245,150,85,11,10,63,2066,1843,113,56,7,9,38,1359,711,623,702,657
3702162.1,0,Voting District 62.1,Buncombe,3674,3250,119,187,27,7,84,3079,2799,96,116,21,6,41,1835,958,845,1024,811
3702115.1,0,Voting District 15.1,Buncombe,2287,2068,67,81,11,7,53,1895,1757,44,51,8,5,30,1711,1298,389,1232,479
3702163.1,0,Voting District 63.1,Buncombe,790,745,6,25,3,6,5,601,573,4,14,3,3,4,353,183,162,180,174
3702149.1,0,Voting District 49.1,Buncombe,5705,5359,52,176,24,27,67,4361,4157,34,100,16,23,31,2493,948,1508,1007,1486
3702160.2,0,Voting District 60.2,Buncombe,1300,1075,24,161,22,1,17,1050,904,17,103,14,1,11,682,401,271,368,314
3702161.1,0,Voting District 61.1,Buncombe,2892,2746,37,36,33,2,38,2316,2219,27,25,21,2,22,1770,833,915,854,916
3702166.1,0,Voting District 66.1,Buncombe,2558,2146,76,222,39,20,55,2052,1774,60,140,33,14,31,1440,965,446,916,524
3702128.1,0,Voting District 28.1,Buncombe,3003,2662,132,105,39,9,56,2739,2440,111,95,33,7,53,1924,1591,297,1530,394
3702171.1,0,Voting District 71.1,Buncombe,5176,4454,205,391,63,13,50,4348,3804,188,256,53,13,34,2582,1341,1210,1254,1328
37021101.1,0,Voting District 101.1,Buncombe,10497,7837,733,1448,285,14,180,7904,6223,545,847,211,12,66,4845,2517,2282,2305,2540
3702124.1,0,Voting District 24.1,Buncombe,3211,2648,172,291,25,16,59,2485,2145,109,173,18,12,28,1487,768,700,734,753
3702113.1,0,Voting District 13.1,Buncombe,3003,2043,649,195,15,5,96,2317,1736,403,117,13,5,43,1407,1146,233,1094,313
370230029,0,Voting District 0029,Burke,3667,3335,78,44,140,8,62,2746,2539,62,24,71,8,42,1382,447,914,481,901
370230018,0,Voting District 0018,Burke,678,654,1,11,3,0,9,564,546,1,7,2,0,8,352,147,202,156,196
370230001,0,Voting District 0001,Burke,4856,4122,240,180,234,14,66,3809,3331,189,104,148,13,24,2120,821,1278,897,1223
370230051,0,Voting District 0051,Burke,4833,3916,391,121,317,10,78,3694,3117,286,65,187,9,30,2065,863,1174,931,1134
370230021,0,Voting District 0021,Burke,2112,1970,25,40,46,3,28,1682,1601,16,23,29,3,10,903,320,576,374,529
370230040,0,Voting District 0040,Burke,2630,2191,155,151,81,4,48,2050,1761,123,89,56,3,18,1164,449,703,538,626
370230062,0,Voting District 0062,Burke,1180,1099,32,17,9,1,22,930,877,25,8,5,1,14,534,212,319,249,285
370230013,0,Voting District 0013,Burke,4510,4096,59,115,181,9,50,3525,3269,44,71,112,8,21,1771,445,1311,493,1278
370230019,0,Voting District 0019,Burke,714,642,60,5,1,1,5,565,522,33,5,1,1,3,461,203,251,210,251
370230020,0,Voting District 0020,Burke,1047,859,165,4,9,6,4,853,706,132,3,7,4,1,597,269,324,286,311
370230052,0,Voting District 0052,Burke,2259,1715,174,43,292,9,26,1737,1364,151,29,180,7,6,796,375,405,384,412
370230066,0,Voting District 0066,Burke,3602,2839,378,206,116,17,46,2729,2234,292,108,64,11,20,1216,518,684,558,658
370230034,0,Voting District 0034,Burke,3041,2203,238,483,42,14,61,2349,1788,175,317,28,12,29,1390,745,633,758,632
370230022,0,Voting District 0022,Burke,2887,2643,44,44,141,3,12,2290,2141,34,28,78,3,6,1245,370,863,434,811
370230047,0,Voting District 0047,Burke,4725,3663,756,77,67,16,146,3693,2953,572,48,49,12,59,2315,1276,1021,1343,972
370230048,0,Voting District 0048,Burke,2614,2237,196,82,47,2,50,2034,1809,138,47,28,2,10,1434,643,777,687,747
370230036,0,Voting District 0036,Burke,2851,2559,47,98,91,5,51,2230,2048,37,58,62,5,20,1199,445,735,531,668
370230038,0,Voting District 0038,Burke,3456,2641,218,354,205,7,31,2711,2174,174,221,123,7,12,1447,628,804,636,811
370230031,0,Voting District 0031,Burke,3614,1861,607,950,121,2,73,2767,1535,474,647,82,2,27,1362,921,433,918,444
370230035,0,Voting District 0035,Burke,2509,1482,365,606,16,5,35,1886,1216,275,369,12,4,10,1061,635,418,635,426
370230024,0,Voting District 0024,Burke,3547,3295,42,88,89,2,31,2770,2607,32,53,61,2,15,1713,607,1082,672,1041
370230015,0,Voting District 0015,Burke,2440,2104,37,110,143,11,35,1947,1740,31,77,76,10,13,916,268,636,284,632
370230039,0,Voting District 0039,Burke,3134,2304,408,205,147,5,65,2558,1969,322,117,118,5,27,1160,620,522,628,532
370230011,0,Voting District 0011,Burke,4573,4097,45,113,252,10,56,3430,3142,36,65,152,8,27,1573,442,1102,463,1110
370230053,0,Voting District 0053,Burke,3701,3379,23,78,169,9,43,2791,2614,17,46,91,4,19,1236,471,751,528,708
370230064,0,Voting District 0064,Burke,1066,1016,11,6,9,5,19,844,809,11,4,8,3,9,501,189,306,236,265
370230070,0,Voting District 0070,Burke,3520,3247,39,142,25,7,60,2738,2592,25,71,20,6,24,1565,564,979,646,919
370230003,0,Voting District 0003,Burke,1738,1559,17,43,93,8,18,1356,1258,15,22,51,2,8,770,226,538,262,508
370230014,0,Voting District 0014,Burke,3469,3171,11,106,140,6,35,2674,2503,9,65,78,2,17,1302,311,971,338,964
370230012,0,Voting District 0012,Burke,2636,2543,10,17,41,3,22,2068,2003,8,11,30,3,13,1207,224,961,269,938
370230065,0,Voting District 0065,Burke,3303,2030,1081,95,58,5,34,2704,1650,924,75,33,4,18,686,247,429,286,400
3702504-05,0,Voting District 04-05,Cabarrus,2920,1890,536,428,17,8,41,2201,1558,376,227,16,8,16,930,383,541,387,543
3702512-02,0,Voting District 12-02,Cabarrus,4030,1519,1141,1244,23,16,87,2780,1217,781,719,16,13,34,1119,767,348,692,427
3702504-01,0,Voting District 04-01,Cabarrus,4339,2583,1218,406,34,9,89,3155,2077,778,239,27,5,29,1819,944,868,905,914
3702501-04,0,Voting District 01-04,Cabarrus,5062,3641,995,133,206,14,73,3457,2546,656,80,131,9,35,2356,1034,1305,946,1410
3702501-06,0,Voting District 01-06,Cabarrus,3569,2637,551,111,193,17,60,2530,1932,372,64,134,11,17,1956,807,1137,713,1243
3702502-05,0,Voting District 02-05,Cabarrus,5106,3881,513,458,157,3,94,3624,2836,377,256,112,3,40,2525,960,1552,884,1641
3702504-07,0,Voting District 04-07,Cabarrus,2596,1923,163,443,18,1,48,1928,1536,119,251,10,1,11,1166,353,806,364,802
3702502-01,0,Voting District 02-01,Cabarrus,4317,3195,568,364,86,12,92,3342,2564,421,238,70,9,40,1912,805,1083,779,1133
3702502-06,0,Voting District 02-06,Cabarrus,5262,3299,1049,661,106,13,134,3846,2589,717,406,76,11,47,2120,1095,1010,1024,1096
3702504-08,0,Voting District 04-08,Cabarrus,1864,1537,166,114,14,8,25,1432,1218,116,68,11,5,14,915,311,599,307,608
3702501-02,0,Voting District 01-02,Cabarrus,3038,2662,150,148,20,12,46,2234,2010,105,83,12,10,14,1452,443,1003,447,1005
3702510-00,0,Voting District 10-00,Cabarrus,6241,5600,296,184,46,39,76,4775,4332,230,118,36,28,31,2948,772,2161,847,2101
3702502-07,0,Voting District 02-07,Cabarrus,3448,3021,179,103,105,6,34,2582,2297,135,59,75,5,11,2021,680,1326,624,1396
3702502-09,0,Voting District 02-09,Cabarrus,6954,4412,1284,418,667,8,165,4395,2824,838,239,423,6,65,2856,1452,1395,1217,1639
3702502-08,0,Voting District 02-08,Cabarrus,7704,5465,1199,469,395,17,159,5023,3681,759,266,258,11,48,3036,1384,1646,1234,1802
3702512-11,0,Voting District 12-11,Cabarrus,2674,1696,454,439,29,4,52,2061,1399,339,273,26,4,20,1043,453,584,448,595
3702504-02,0,Voting District 04-02,Cabarrus,4154,2143,1242,584,68,7,110,3012,1731,848,340,51,6,36,1525,848,667,809,716
3702504-09,0,Voting District 04-09,Cabarrus,2987,2376,405,106,44,11,45,2273,1832,330,55,32,10,14,1552,555,989,551,1001
3702504-03,0,Voting District 04-03,Cabarrus,3800,2445,959,315,20,10,51,2945,1964,740,192,17,8,24,1954,976,962,963,991
3702512-10,0,Voting District 12-10,Cabarrus,1421,1275,48,57,16,2,23,1112,1023,32,31,12,2,12,812,302,502,300,512
3702504-10,0,Voting District 04-10,Cabarrus,4942,3792,682,316,72,15,65,3571,2851,446,183,53,10,28,2287,899,1373,869,1418
3702511-02,0,Voting District 11-02,Cabarrus,4158,3651,212,203,26,6,60,3160,2846,139,121,20,6,28,1723,597,1118,588,1135
3702504-06,0,Voting District 04-06,Cabarrus,3631,1887,935,653,59,12,85,2540,1519,583,365,39,10,24,1170,594,567,590,580
3702504-04,0,Voting District 04-04,Cabarrus,2026,1177,685,131,5,1,27,1584,984,501,84,5,1,9,945,506,436,504,441
3702509-00,0,Voting District 09-00,Cabarrus,3458,3198,81,120,12,14,33,2630,2468,55,68,9,14,16,1564,342,1211,410,1154
3702511-01,0,Voting District 11-01,Cabarrus,7960,4680,1375,1664,51,26,164,5408,3484,881,939,33,17,54,2693,1152,1518,1084,1610
3702512-07,0,Voting District 12-07,Cabarrus,2438,232,1608,533,5,3,57,1620,177,1128,292,2,2,19,991,938,50,910,81
3702512-01,0,Voting District 12-01,Cabarrus,991,546,180,257,1,1,6,716,417,130,165,1,1,2,429,268,160,248,181
3702512-06,0,Voting District 12-06,Cabarrus,2292,1324,502,426,8,7,25,1695,1066,367,243,5,4,10,1053,542,498,541,512
3702512-05,0,Voting District 12-05,Cabarrus,2651,2376,144,73,14,7,37,2058,1859,114,51,14,5,15,1520,567,938,554,966
3702512-04,0,Voting District 12-04,Cabarrus,4666,2743,943,857,32,7,84,3605,2375,652,505,22,7,44,1620,776,832,766,854
3702508-00,0,Voting District 08-00,Cabarrus,5607,5156,288,91,20,10,42,4334,3999,248,52,10,6,19,2589,705,1862,803,1786
3702507-00,0,Voting District 07-00,Cabarrus,1431,1378,8,19,4,16,6,1078,1048,5,10,3,9,3,708,169,532,173,535
3702506-00,0,Voting District 06-00,Cabarrus,2636,2479,25,85,20,7,20,1994,1897,22,52,12,5,6,1311,261,1039,324,987
3702505-00,0,Voting District 05-00,Cabarrus,3799,3335,229,130,32,11,62,2923,2644,155,75,14,10,25,1840,477,1347,509,1331
3702503-00,0,Voting District 03-00,Cabarrus,4687,3986,392,162,69,11,67,3463,3017,271,91,41,10,33,2194,644,1531,649,1545
3702502-03,0,Voting District 02-03,Cabarrus,7619,5815,964,515,192,14,119,5529,4380,641,308,135,12,53,3355,1340,1987,1240,2115
3702512-03,0,Voting District 12-03,Cabarrus,2887,2035,450,259,102,7,34,2237,1656,320,159,80,7,15,1307,511,789,499,808
3702512-08,0,Voting District 12-08,Cabarrus,3106,1631,532,860,16,4,63,2209,1350,360,459,13,3,24,772,354,411,366,406
3702501-07,0,Voting District 01-07,Cabarrus,3120,2601,317,73,103,3,23,2231,1911,204,44,61,3,8,1820,600,1210,595,1225
3702501-09,0,Voting District 01-09,Cabarrus,1231,1157,19,26,11,9,9,968,919,17,16,6,7,3,742,210,527,232,510
3702501-08,0,Voting District 01-08,Cabarrus,4558,3323,756,299,60,19,101,3085,2350,458,179,46,15,37,1897,813,1068,708,1189
3702501-10,0,Voting District 01-10,Cabarrus,3883,3014,436,186,127,16,104,2838,2265,300,122,90,11,50,1822,792,1023,678,1144
3702512-12,0,Voting District 12-12,Cabarrus,3058,2116,484,358,23,13,64,2193,1617,315,213,15,11,22,1373,578,786,553,820
3702512-09,0,Voting District 12-09,Cabarrus,3348,2500,511,242,24,11,60,2485,2012,271,158,19,7,18,1376,484,885,467,909
3702502-02,0,Voting District 02-02,Cabarrus,6342,4194,786,1044,168,30,120,4369,3121,510,565,114,19,40,2704,1018,1664,930,1774
37027PR07,0,Voting District PR07,Caldwell,2754,2587,89,38,11,3,26,2189,2066,75,19,6,1,22,1178,304,861,354,824
37027PR19,0,Voting District PR19,Caldwell,2345,1771,313,195,6,2,58,1772,1423,223,95,3,2,26,916,426,479,469,447
37027PR02,0,Voting District PR02,Caldwell,2355,2233,45,44,3,0,30,1862,1799,29,21,2,0,11,1102,385,700,425,677
37027PR08,0,Voting District PR08,Caldwell,1692,1610,58,12,6,0,6,1349,1283,53,9,2,0,2,763,269,482,308,455
37027PR17,0,Voting District PR17,Caldwell,2544,2239,97,141,30,4,33,2012,1832,57,83,20,4,16,1227,426,781,453,774
37027PR27,0,Voting District PR27,Caldwell,1180,1137,14,10,1,3,15,944,918,9,6,1,1,9,577,178,391,194,383
37027PR18,0,Voting District PR18,Caldwell,5061,4779,97,81,49,5,50,4106,3936,67,48,33,5,17,2885,962,1870,1063,1822
37027PR21,0,Voting District PR21,Caldwell,4422,4239,33,88,9,16,37,3483,3365,26,50,7,13,22,1951,535,1387,609,1342
37027PR12,0,Voting District PR12,Caldwell,3763,2791,571,295,11,11,84,2888,2253,425,167,9,10,24,1075,564,495,580,495
37027PR16,0,Voting District PR16,Caldwell,2603,1743,549,213,19,4,75,1985,1420,404,112,17,3,29,1165,644,506,668,497
37027PR24,0,Voting District PR24,Caldwell,3074,2795,35,188,7,5,44,2334,2162,25,113,7,5,22,1175,371,774,413,762
37027PR29,0,Voting District PR29,Caldwell,5158,3910,482,601,50,15,100,3952,3119,357,386,33,11,46,1760,731,998,794,966
37027PR25,0,Voting District PR25,Caldwell,2963,2784,18,107,4,11,39,2305,2202,14,62,4,7,16,1183,339,822,379,804
37027PR22,0,Voting District PR22,Caldwell,5094,4722,97,190,27,5,53,3843,3630,66,106,22,5,14,2033,575,1432,669,1364
37027PR06,0,Voting District PR06,Caldwell,3606,3317,119,111,18,5,36,2842,2640,109,65,8,5,15,1400,427,944,490,910
37027PR13,0,Voting District PR13,Caldwell,4511,4374,4,51,17,16,49,3531,3447,3,26,15,15,25,1913,518,1357,600,1313
37027PR15,0,Voting District PR15,Caldwell,3937,3713,33,115,46,6,24,3014,2870,23,67,35,6,13,2156,663,1468,654,1502
37027PR01,0,Voting District PR01,Caldwell,5772,4877,517,257,28,8,85,4350,3802,359,136,20,7,26,2237,882,1322,941,1296
37027PR05,0,Voting District PR05,Caldwell,5115,4690,76,277,16,14,42,3939,3670,58,168,13,11,19,2134,633,1467,692,1442
37027PR28,0,Voting District PR28,Caldwell,5912,5603,33,161,47,4,64,4496,4315,22,92,28,2,37,2349,584,1723,634,1715
37027PR23,0,Voting District PR23,Caldwell,2394,2324,25,20,1,5,19,1925,1871,21,14,1,5,13,1104,326,761,371,733
37027PR09,0,Voting District PR09,Caldwell,1876,911,637,284,9,6,29,1378,743,460,159,2,3,11,817,613,202,606,210
37027PR14,0,Voting District PR14,Caldwell,4898,4416,83,317,22,11,49,3744,3428,61,211,14,7,23,2010,710,1275,713,1297
37029SM,0,Voting District SM,Camden,3652,2882,554,87,37,17,75,2688,2134,429,54,28,11,32,1685,563,1080,676,1009
37029SH,0,Voting District SH,Camden,2506,2130,207,56,73,8,32,1919,1644,165,37,52,8,13,1220,375,831,474,746
37029CH,0,Voting District CH,Camden,3822,3091,538,72,38,7,76,2816,2309,413,34,28,5,27,1916,659,1229,816,1100
37031WILL,0,Voting District WILL,Carteret,394,388,1,4,0,0,1,331,328,1,2,0,0,0,196,45,149,63,133
37031ATLN,0,Voting District ATLN,Carteret,694,669,1,17,0,2,5,584,566,1,10,0,2,5,377,136,240,178,199
37031MERR,0,Voting District MERR,Carteret,605,513,66,13,0,3,10,535,458,56,12,0,3,6,364,157,202,172,192
37031STEL,0,Voting District STEL,Carteret,1672,1519,70,41,9,11,22,1272,1164,57,27,5,9,10,714,176,533,198,516
37031NRIV,0,Voting District NRIV,Carteret,821,312,447,31,2,5,24,650,261,363,14,1,3,8,464,319,143,340,124
37031DAVI,0,Voting District DAVI,Carteret,426,418,0,1,1,1,5,352,347,0,0,1,1,3,237,49,186,89,148
37031PKNL,0,Voting District PKNL,Carteret,1339,1283,10,14,17,1,14,1205,1173,4,8,11,1,8,1063,344,713,365,698
37031MHD3,0,Voting District MHD3,Carteret,3978,3515,202,120,44,17,80,3265,2938,167,79,32,15,34,2347,783,1550,824,1523
37031WIRE,0,Voting District WIRE,Carteret,1633,1398,163,25,5,6,36,1299,1126,131,13,5,6,18,820,320,492,340,480
37031HARL,0,Voting District HARL,Carteret,850,799,22,12,4,1,12,699,668,10,8,4,1,8,453,83,364,112,342
37031BETT,0,Voting District BETT,Carteret,427,418,2,0,1,1,5,343,336,2,0,1,1,3,240,46,193,72,168
37031STAC,0,Voting District STAC,Carteret,214,201,0,10,0,0,3,176,170,0,5,0,0,1,117,12,103,33,84
37031SLVL,0,Voting District SLVL,Carteret,522,515,3,3,0,0,1,468,462,3,3,0,0,0,187,57,129,82,105
37031CDIS,0,Voting District CDIS,Carteret,327,320,0,6,1,0,0,251,247,0,3,1,0,0,162,36,119,77,85
37031SMYR,0,Voting District SMYR,Carteret,333,323,0,7,1,0,2,284,279,0,3,1,0,1,200,50,148,71,129
37031EMIS,0,Voting District EMIS,Carteret,3655,3483,21,72,34,7,38,3123,2998,20,53,19,7,26,2305,775,1506,812,1493
37031BCRK,0,Voting District BCRK,Carteret,2990,2698,83,101,17,29,62,2275,2088,53,61,12,24,37,1268,354,902,401,867
37031ABCH,0,Voting District ABCH,Carteret,1517,1420,16,23,14,7,37,1360,1287,12,21,12,7,21,1033,284,738,342,691
37031MHD2,0,Voting District MHD2,Carteret,3931,3045,476,204,72,19,115,3148,2573,320,127,51,15,62,1786,739,1021,807,979
37031MCRK,0,Voting District MCRK,Carteret,728,666,10,16,3,8,25,572,539,6,10,3,7,7,342,54,281,95,247
37031BOGU,0,Voting District BOGU,Carteret,2965,2600,156,94,40,16,59,2286,2039,116,65,28,13,25,1464,343,1106,420,1044
37031WILD,0,Voting District WILD,Carteret,4991,4208,313,256,48,25,141,3966,3438,230,176,40,22,60,2136,676,1437,717,1419
37031MHD1,0,Voting District MHD1,Carteret,3187,2372,350,372,46,10,37,2526,1938,285,237,39,10,17,1574,616,945,663,911
37031BFT2,0,Voting District BFT2,Carteret,4447,3825,397,101,28,14,82,3624,3196,287,64,25,10,42,2404,972,1408,1105,1299
37031PELE,0,Voting District PELE,Carteret,1571,1461,11,62,13,6,18,1228,1156,6,37,12,6,11,684,169,507,199,485
37031CCCP,0,Voting District CCCP,Carteret,3213,3034,37,59,33,14,36,2645,2534,21,41,27,7,15,1917,480,1418,561,1356
37031BFT1,0,Voting District BFT1,Carteret,1749,1285,368,42,15,6,33,1529,1169,294,32,11,4,19,1089,651,430,663,426
37031OTST,0,Voting District OTST,Carteret,2399,2343,11,15,5,5,20,1960,1915,8,13,5,5,14,1183,300,872,375,808
37031MHD4,0,Voting District MHD4,Carteret,3050,2879,21,52,62,7,29,2545,2426,19,34,44,7,15,2001,556,1424,633,1368
37031IBSP,0,Voting District IBSP,Carteret,356,353,1,0,1,0,1,322,319,1,0,1,0,1,247,76,170,117,130
37031HAIS,0,Voting District HAIS,Carteret,1207,1188,0,1,3,3,12,1055,1041,0,0,2,3,9,814,195,609,300,514
37031NPT2,0,Voting District NPT2,Carteret,4033,3502,196,186,25,28,96,3076,2745,141,114,23,20,33,1675,424,1237,475,1200
37031NPT1,0,Voting District NPT1,Carteret,5716,4631,532,279,89,31,154,4488,3689,442,178,73,27,79,2340,715,1602,819,1521
37031MARS,0,Voting District MARS,Carteret,529,517,0,2,6,0,4,452,446,0,1,2,0,3,322,113,207,141,181
37033PELH,0,Voting District PELH,Caswell,4537,3418,839,170,22,6,82,3514,2707,663,91,17,5,31,2119,822,1281,928,1192
37033LOCU,0,Voting District LOCU,Caswell,3031,1468,1470,55,0,5,33,2380,1147,1186,33,0,5,9,1438,967,462,977,461
37033PROVI,0,Voting District PROVI,Caswell,1127,823,268,14,3,8,11,914,675,217,10,2,6,4,608,262,344,307,301
37033STON,0,Voting District STON,Caswell,3207,2323,704,131,0,5,44,2486,1828,559,76,0,4,19,1338,591,732,593,745
37033YAN2,0,Voting District YAN2,Caswell,3102,1484,1412,118,15,15,58,2652,1311,1168,107,13,15,38,866,452,404,515,351
37033YAN4,0,Voting District YAN4,Caswell,1192,476,646,38,1,10,21,966,380,543,25,1,6,11,705,496,203,489,216
37033MILT,0,Voting District MILT,Caswell,2895,1358,1430,59,15,9,24,2256,1072,1116,42,5,8,13,1494,951,521,1010,484
37033LEAS,0,Voting District LEAS,Caswell,886,512,341,19,4,1,9,721,420,281,8,4,1,7,475,242,225,283,192
37033HIGH,0,Voting District HIGH,Caswell,1363,809,487,45,1,4,17,1076,637,399,32,1,4,3,662,350,306,383,279
37033PROS,0,Voting District PROS,Caswell,1205,994,158,38,1,2,12,971,809,128,22,1,2,9,562,173,378,209,353
37033ANDE,0,Voting District ANDE,Caswell,1174,848,236,57,2,5,26,894,653,196,29,2,4,10,595,239,352,241,354
3703503,0,Voting District 03,Catawba,3671,3148,221,125,133,11,33,2779,2425,174,77,75,11,17,1593,569,1008,564,1028
3703524,0,Voting District 24,Catawba,5742,5063,233,151,203,12,80,4300,3883,168,98,109,7,35,2848,888,1930,862,1986
3703523,0,Voting District 23,Catawba,5222,4570,256,138,126,23,109,3840,3447,187,85,72,11,38,2714,912,1773,880,1834
3703516,0,Voting District 16,Catawba,4035,2811,474,545,94,14,97,3258,2440,344,361,65,10,38,1449,712,717,653,796
3703502,0,Voting District 02,Catawba,3107,2894,42,65,68,4,34,2382,2256,30,34,41,4,17,1504,386,1105,416,1088
3703525,0,Voting District 25,Catawba,3907,2469,501,737,103,9,88,2878,2013,330,435,64,7,29,1350,592,740,582,768
3703538,0,Voting District 38,Catawba,3391,3037,109,87,119,10,29,2577,2335,89,57,86,7,3,2058,733,1297,705,1353
3703540,0,Voting District 40,Catawba,2503,1779,390,259,55,2,18,1961,1433,313,171,35,2,7,1116,506,590,518,598
